City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Antofagasta,CL,-23.65,-70.4,60.08,67,10,10.85,clear sky
462,Benguela,AO,-12.5763,13.4055,72.09,80,41,5.3,scattered clouds
463,Tessalit,ML,20.1986,1.0114,96.42,7,3,9.46,clear sky
464,Choix,MX,26.7092,-108.3219,91.31,45,49,3.24,scattered clouds
465,Peniche,PT,39.3558,-9.3811,74.68,83,12,7.18,few clouds
466,Krasnoselkup,RU,65.7,82.4667,31.73,89,17,8.68,few clouds
467,Korla,CN,41.7597,86.1469,64.18,30,0,6.17,clear sky
468,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,70,79,21.21,broken clouds
469,Ucluelet,CA,48.9329,-125.5528,54.09,93,57,1.01,broken clouds
470,Merauke,ID,-8.4667,140.3333,76.55,90,100,11.34,overcast clouds
471,Palmares Do Sul,BR,-30.2578,-50.5097,67.21,66,11,4.16,few clouds
472,Chenghai,CN,23.4632,116.768,80.51,94,20,4.47,few clouds
473,Chifeng,CN,42.2683,118.9636,58.6,86,56,3.11,broken clouds
474,Poum,NC,-20.2333,164.0167,71.15,69,96,5.48,overcast clouds
475,Ngunguru,NZ,-35.6167,174.5,57.16,86,86,7.67,overcast clouds
476,Whitianga,NZ,-36.8333,175.7,56.01,91,88,6.13,moderate rain
477,Solwezi,ZM,-12.1688,26.3894,70.95,26,71,4.56,broken clouds
478,Orebro,SE,59.2741,15.2066,52.59,10,6,1.77,clear sky
479,Mahibadhoo,MV,3.7833,72.9667,82.69,78,78,17.6,broken clouds
480,Kuliyapitiya,LK,7.4688,80.0401,82.08,88,76,5.21,broken clouds
481,San Policarpo,PH,12.1791,125.5072,78.6,87,54,3.0,broken clouds
482,Uige,AO,-7.6087,15.0613,74.3,66,96,2.51,light rain
483,Tura,IN,25.5198,90.2201,76.32,84,62,3.31,broken clouds
484,Kamenka,RU,51.3223,42.7678,47.3,85,52,6.44,broken clouds
485,Kurilsk,RU,45.2333,147.8833,52.23,78,71,12.77,broken clouds
486,Ranong,TH,9.9658,98.6348,77.54,90,100,6.26,overcast clouds
487,Bakel,SN,14.905,-12.4568,95.5,42,56,5.55,broken clouds
488,Tingi,TZ,-11.3,35.0333,65.34,58,32,2.86,scattered clouds
489,Wewak,PG,-3.5534,143.6268,79.92,86,71,8.41,broken clouds
490,Tallahassee,US,30.4383,-84.2807,84.92,64,40,4.61,scattered clouds
491,Broken Hill,AU,-31.95,141.4333,47.91,49,6,9.22,clear sky
492,Filingue,NE,14.3521,3.3168,97.77,22,5,9.55,clear sky
493,Sao Mateus,BR,-18.7161,-39.8589,80.29,41,66,9.66,broken clouds
494,Mashhad,IR,36.297,59.6062,78.94,25,0,6.91,clear sky
495,Cadillac,US,44.2519,-85.4012,61.09,51,40,11.5,scattered clouds
496,Konstantinovka,RU,49.6167,127.9833,53.17,70,87,0.43,overcast clouds
497,Berbera,SO,10.4396,45.0143,92.44,49,76,4.92,broken clouds
498,Hobyo,SO,5.3505,48.5268,78.26,84,86,19.89,overcast clouds
499,Sagana,KE,-0.6667,37.2,70.21,62,97,4.88,overcast clouds
500,Mago,RU,53.2514,140.1822,47.1,76,79,0.96,broken clouds
501,Doha,QA,25.2867,51.5333,89.91,64,0,3.44,clear sky
502,Glenwood Springs,US,39.5505,-107.3248,78.35,26,1,1.01,clear sky
503,Sibiti,CG,-3.6819,13.3499,75.07,77,89,1.81,overcast clouds
504,Amos,CA,48.5669,-78.1162,62.87,59,76,13.8,broken clouds
505,Waiouru,NZ,-39.4833,175.6667,46.47,95,100,6.93,overcast clouds
506,Isabela,PH,6.7085,121.9711,78.55,86,100,3.44,overcast clouds
507,Olinda,BR,-8.0089,-34.8553,80.33,65,40,12.66,scattered clouds
508,Saldanha,ZA,-33.0117,17.9442,62.65,88,5,5.86,clear sky
509,Jodhpur,IN,26.2867,73.03,84.85,67,42,5.3,scattered clouds
510,Mayo,US,38.8876,-76.5119,78.44,49,1,1.01,clear sky
511,Saint-Paul,RE,-21.0096,55.2707,71.71,72,87,2.48,overcast clouds
512,Cuorgne,IT,45.3895,7.6499,69.08,80,97,0.83,overcast clouds
513,Harper,LR,4.375,-7.7169,78.73,82,97,10.49,light rain
514,Itoman,JP,26.1247,127.6694,82.42,88,20,4.61,few clouds
515,Innisfail,AU,-17.5333,146.0333,68.45,86,41,3.8,scattered clouds
516,Yulara,AU,-25.2406,130.9889,67.84,24,0,11.5,clear sky
517,Millau,FR,44.0833,2.9167,74.39,95,89,6.64,overcast clouds
518,Ryazan,RU,54.6197,39.74,51.13,90,100,9.24,light rain
519,Almeirim,BR,-1.5233,-52.5817,96.19,36,76,5.93,broken clouds
520,Debre Tabor,ET,11.85,38.0167,53.11,81,93,3.44,light rain
521,Meadville,US,41.6414,-80.1515,69.78,63,1,11.5,clear sky
522,Ubeda,ES,38.0133,-3.3705,74.44,46,34,9.98,scattered clouds
523,Cherepovets,RU,59.1333,37.9,46.22,100,90,8.95,overcast clouds
524,Glendive,US,47.1053,-104.7125,77.63,30,1,11.5,clear sky
525,Mirabad,AF,30.4362,61.8383,86.86,8,0,4.38,clear sky
526,Cermik,TR,38.1361,39.4493,66.69,33,0,5.82,clear sky
527,Nouadhibou,MR,20.931,-17.0347,75.18,73,0,17.27,clear sky
528,Saint-Joseph,RE,-21.3667,55.6167,70.18,76,39,13.53,scattered clouds
529,Bambanglipuro,ID,-7.95,110.2833,77.2,87,88,8.16,overcast clouds
530,Port Moresby,PG,-9.4431,147.1797,76.42,94,90,5.75,overcast clouds
531,Severo-Yeniseyskiy,RU,60.3725,93.0408,31.21,92,100,5.88,overcast clouds
532,Fort Nelson,CA,58.8053,-122.7002,42.39,75,75,4.61,broken clouds
533,Aberdeen,GB,57.1437,-2.0981,64.2,85,20,6.91,few clouds
534,Lompoc,US,34.6391,-120.4579,66.34,90,40,0.0,scattered clouds
535,Leshukonskoye,RU,64.8989,45.7622,44.74,95,100,8.5,light rain
536,Tabuk,PH,17.4189,121.4443,73.9,93,34,3.09,scattered clouds
537,Yumen,CN,40.2833,97.2,53.58,32,0,6.42,clear sky
538,Ouargaye,BF,11.5033,0.0572,84.67,57,11,6.26,few clouds
539,Belgrade,RS,44.804,20.4651,73.06,47,0,4.61,clear sky
540,Brenham,US,30.1669,-96.3977,84.16,42,1,0.0,clear sky
541,Trairi,BR,-3.2778,-39.2689,86.97,55,32,17.98,scattered clouds
542,Bhakkar,PK,31.6253,71.0657,92.1,37,0,4.7,clear sky
543,Hanusovice,CZ,50.0805,16.9364,63.79,95,20,1.43,few clouds
544,Noumea,NC,-22.2763,166.4572,60.78,76,11,6.78,few clouds
545,Skibby,DK,55.7512,11.9608,59.72,83,89,5.37,overcast clouds
546,Verkhnevilyuysk,RU,63.4453,120.3167,30.56,87,2,3.47,clear sky
547,Antalaha,MG,-14.9003,50.2788,72.68,74,13,10.58,few clouds
548,Udachnyy,RU,66.4167,112.4,32.61,73,53,5.14,broken clouds
549,Havoysund,NO,70.9963,24.6622,47.28,85,100,10.6,overcast clouds
550,Koumac,NC,-20.5667,164.2833,66.7,80,13,4.41,few clouds
551,Lasa,IT,46.6166,10.7002,65.28,89,17,3.36,few clouds
552,Arshan,RU,46.2732,44.22,52.18,93,100,15.66,overcast clouds
553,Takoradi,GH,4.8845,-1.7554,77.77,86,79,8.37,light rain
554,Sioux Lookout,CA,50.1001,-91.917,53.98,81,90,6.91,overcast clouds
555,Honiara,SB,-9.4333,159.95,76.86,86,92,5.17,overcast clouds
556,Dhidhdhoo,MV,6.8833,73.1,82.18,78,100,20.98,overcast clouds
557,Belaya Gora,RU,68.5333,146.4167,32.58,81,99,15.01,overcast clouds
558,Wanning,CN,18.8003,110.3967,78.67,88,70,4.85,light rain
559,Kupang,ID,-10.1667,123.5833,76.75,78,50,8.86,scattered clouds
560,Houma,US,29.5958,-90.7195,80.01,54,1,12.66,clear sky
561,Matay,EG,28.419,30.7792,81.73,30,0,9.13,clear sky
562,Narasannapeta,IN,18.4167,84.05,80.04,83,100,2.95,overcast clouds
563,Barmer,IN,25.75,71.3833,86.41,64,81,7.81,broken clouds
564,Sawtell,AU,-30.3833,153.1,60.82,77,40,10.36,scattered clouds
565,Ratzeburg,DE,53.7,10.7667,65.64,89,0,0.0,clear sky
566,Egvekinot,RU,66.3167,-179.1667,17.64,78,30,1.88,scattered clouds
567,Vidnoye,RU,55.5524,37.7097,49.19,97,75,6.71,moderate rain
568,Puerto Asis,CO,0.5133,-76.5007,72.16,89,100,1.66,overcast clouds
569,Talnakh,RU,69.4865,88.3972,31.53,72,53,1.1,broken clouds
570,Arys,KZ,42.4252,68.795,68.22,15,0,4.83,clear sky
571,Erenhot,CN,43.6475,111.9767,66.13,59,12,17.78,few clouds
572,Cartagena,CO,10.3997,-75.5144,89.22,74,40,9.22,scattered clouds
573,Paramaribo,SR,5.8667,-55.1667,95.92,61,40,6.91,scattered clouds
574,Kabalo,CD,-6.05,26.9167,81.86,41,65,3.74,broken clouds
575,Kenora,CA,49.8167,-94.4337,58.17,54,40,10.36,scattered clouds
576,Le Pont-De-Claix,FR,45.1244,5.7064,72.48,82,54,2.57,broken clouds
577,Sabang,ID,5.8933,95.3214,82.56,74,99,16.67,overcast clouds
578,Half Moon Bay,US,37.4636,-122.4286,75.78,85,90,0.0,mist
579,Manzanillo,CU,20.3433,-77.1167,89.51,58,23,7.11,few clouds
580,Zdvinsk,RU,54.7021,78.661,35.64,80,94,11.12,overcast clouds
581,Kununurra,AU,-15.7667,128.7333,64.38,77,2,0.0,clear sky
582,Hambantota,LK,6.1241,81.1185,80.78,81,81,16.89,heavy intensity rain
583,Camana,PE,-16.6228,-72.7111,66.33,72,22,8.25,few clouds
584,Samarinda,ID,-0.5,117.15,73.31,98,100,1.74,overcast clouds
585,Dakar,SN,14.6937,-17.4441,82.53,83,40,0.0,scattered clouds
586,Porto-Vecchio,FR,41.591,9.2795,76.66,88,75,11.5,broken clouds
587,Matara,LK,5.9485,80.5353,79.34,87,76,9.95,moderate rain
588,Cayenne,GF,4.9333,-52.3333,91.44,61,88,4.0,overcast clouds
589,Los Algarrobos,PA,8.5,-82.4333,91.45,66,40,2.3,scattered clouds
590,Denpasar,ID,-8.65,115.2167,78.46,94,20,6.91,few clouds
591,Kalabo,ZM,-14.97,22.6814,77.86,14,14,6.13,few clouds
592,Tateyama,JP,34.9833,139.8667,71.1,70,100,14.47,heavy intensity rain
593,Port Augusta,AU,-32.5,137.7667,51.94,71,3,8.1,clear sky
594,Kaihua,CN,23.3687,104.28,62.31,98,27,3.62,scattered clouds
595,Laguna,US,38.421,-121.4238,92.64,56,1,5.75,smoke
596,Honningsvag,NO,70.9821,25.9704,44.13,80,100,9.89,overcast clouds
597,Tripoli,LY,32.8752,13.1875,82.4,62,0,22.41,clear sky
598,Weligama,LK,5.9667,80.4167,79.48,86,82,10.27,broken clouds
599,Phangnga,TH,8.4509,98.5298,77.04,94,99,2.64,overcast clouds
600,Carauari,BR,-4.8828,-66.8958,95.94,39,89,2.37,overcast clouds
601,Roswell,US,34.0232,-84.3616,76.84,60,75,1.01,broken clouds
602,Necochea,AR,-38.5473,-58.7368,66.04,65,0,19.26,clear sky
603,Sunland Park,US,31.7965,-106.58,81.88,44,20,8.01,few clouds
604,Maceio,BR,-9.6658,-35.7353,85.44,70,75,14.97,broken clouds
605,Ornskoldsvik,SE,63.2909,18.7153,51.62,76,13,10.36,few clouds
606,Kyshtovka,RU,56.555,76.6271,30.58,95,22,8.48,few clouds
607,Shingu,JP,33.7333,135.9833,70.93,91,86,7.99,overcast clouds
608,Kurchum,KZ,48.5722,83.6542,40.71,43,18,6.6,few clouds
609,Kot Kapura,IN,30.5833,74.9,80.69,65,28,2.91,scattered clouds
610,Priyutnoye,RU,46.1011,43.5072,55.4,82,100,12.12,overcast clouds
611,Alihe,CN,50.5667,123.7167,51.01,97,97,2.71,overcast clouds
612,Methoni,GR,36.8197,21.7049,75.22,64,0,9.62,clear sky
613,Scarborough,GB,54.2797,-0.4044,69.51,83,99,3.0,overcast clouds
614,Vilhena,BR,-12.7406,-60.1458,98.42,21,20,4.0,few clouds
615,Launceston,AU,-41.45,147.1667,36.16,81,3,1.01,clear sky
616,Zyryanka,RU,65.75,150.85,32.63,86,100,10.22,overcast clouds
617,Novikovo,RU,51.1537,37.8879,52.95,71,99,8.21,overcast clouds
618,Araouane,ML,18.9048,-3.5265,102.78,11,27,5.21,scattered clouds
619,Bima,ID,-8.4667,118.7167,74.59,88,63,3.8,broken clouds
620,Tibagi,BR,-24.5094,-50.4136,76.15,53,59,5.44,broken clouds
621,Pangai,TO,-19.8,-174.35,72.09,58,50,11.41,scattered clouds
622,Ushibuka,JP,32.1906,130.0228,73.29,78,92,5.68,overcast clouds
623,Williston,US,48.147,-103.618,75.94,22,5,11.54,clear sky
624,Yerbogachen,RU,61.2767,108.0108,36.73,89,68,9.62,broken clouds
625,Tautira,PF,-17.7333,-149.15,78.82,76,18,11.39,light rain
626,Iquique,CL,-20.2208,-70.1431,60.84,66,6,10.47,clear sky
627,Puerto Escondido,MX,15.85,-97.0667,86.43,66,48,6.17,scattered clouds
628,San Juan Bautista,PE,-14.0108,-75.7358,63.23,32,99,10.02,overcast clouds
629,Esperance,AU,-33.8667,121.9,57.04,84,86,23.33,light rain
630,Zaysan,KZ,47.4667,84.8667,38.26,34,0,2.44,clear sky
631,Boa Vista,BR,2.8197,-60.6733,91.38,43,75,8.05,broken clouds
632,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,85.8,66,20,3.44,few clouds
633,Kaiyuan,CN,23.6977,103.3037,62.98,94,22,2.75,few clouds
634,Urucara,BR,-2.5364,-57.76,98.2,30,76,4.68,broken clouds
635,Faanui,PF,-16.4833,-151.75,78.44,73,14,10.04,few clouds
636,Mangrol,IN,21.1167,70.1167,79.81,82,63,8.21,broken clouds
637,Saint-Georges,GD,12.0564,-61.7485,89.28,70,20,11.5,few clouds
638,Kudahuvadhoo,MV,2.6708,72.8944,81.91,79,91,15.66,overcast clouds
639,Swan Hill,AU,-35.3378,143.5544,35.67,93,1,7.45,clear sky
640,Sogod,PH,10.3847,124.9814,76.86,91,88,1.1,overcast clouds
641,Qaqortoq,GL,60.7167,-46.0333,43.3,64,0,11.54,clear sky
642,Gorontalo,ID,0.5412,123.0595,74.91,94,87,2.64,overcast clouds
643,Zavitinsk,RU,50.1167,129.45,46.8,79,25,3.62,scattered clouds
644,Banita,RO,45.45,23.2667,53.33,83,0,2.89,clear sky
645,Ibia,BR,-19.4783,-46.5389,89.91,17,99,6.22,overcast clouds
646,Mazatlan,MX,23.2167,-106.4167,87.91,79,22,3.0,few clouds
647,Lastoursville,GA,-0.8143,12.7287,76.87,81,69,2.24,broken clouds
648,Jumla,NP,29.2747,82.1838,60.33,90,72,1.39,broken clouds
649,Hella,NO,67.2,14.4333,46.89,85,20,11.5,few clouds
650,Primorskiy,RU,43.0983,131.5875,58.59,88,100,4.0,overcast clouds
651,Abbeville,FR,50.1,1.8333,70.29,57,63,4.81,broken clouds
652,Urubamba,PE,-13.3047,-72.1158,70.7,64,94,8.01,overcast clouds
653,Baykit,RU,61.67,96.37,30.42,84,58,4.16,broken clouds
654,Luwuk,ID,-0.9516,122.7875,75.54,89,60,4.97,broken clouds
655,Biltine,TD,14.5333,20.9167,91.85,14,100,3.11,overcast clouds
656,Nemuro,JP,43.3236,145.575,53.33,80,0,6.08,clear sky
657,Arlit,NE,18.7369,7.3853,97.16,6,1,7.0,clear sky
658,Yar-Sale,RU,66.8333,70.8333,34.43,82,14,7.9,few clouds
659,Ballina,AU,-28.8667,153.5667,62.56,88,75,6.91,broken clouds
660,Conde,BR,-7.2597,-34.9075,83.66,65,75,19.57,broken clouds
661,Northam,GB,51.0333,-4.2167,65.14,95,100,3.13,overcast clouds
662,Tarauaca,BR,-8.1614,-70.7656,92.84,41,61,1.43,broken clouds
663,Marzuq,YE,14.4,46.4667,79.88,47,6,6.04,clear sky
664,Dubasari,MD,47.2631,29.1608,64.29,65,37,5.86,scattered clouds
665,Cockburn Town,TC,21.4612,-71.1419,87.76,58,40,8.05,scattered clouds
666,Jaciara,BR,-15.9653,-54.9683,105.94,15,4,1.39,clear sky
667,Okha,RU,53.5739,142.9478,48.9,83,60,7.25,broken clouds
668,Xai-Xai,MZ,-25.0519,33.6442,67.78,84,0,10.33,clear sky
669,Majene,ID,-3.5403,118.9707,77.0,87,71,6.22,broken clouds
670,Haines Junction,CA,60.7522,-137.5108,31.95,86,98,1.14,overcast clouds
671,Hami,CN,42.8,93.45,58.33,18,1,12.64,clear sky
672,Bushehr,IR,28.9684,50.8385,93.29,52,0,18.41,clear sky
673,Stornoway,GB,58.2093,-6.3865,58.96,82,90,21.85,overcast clouds
674,Itaituba,BR,-4.2761,-55.9836,95.16,52,40,3.6,scattered clouds
675,Pskov,RU,57.8136,28.3496,51.71,82,75,6.71,broken clouds
676,Corinth,GR,37.9407,22.9573,76.75,55,0,2.39,clear sky
677,Gat,IL,31.61,34.7642,77.68,36,0,13.8,clear sky
678,Bandarbeyla,SO,9.4942,50.8122,78.94,80,36,23.24,scattered clouds
679,Bonavista,CA,48.6499,-53.1147,60.8,63,86,10.18,overcast clouds
680,Volosovo,RU,59.4333,29.4833,48.76,95,100,8.1,overcast clouds
681,Gornopravdinsk,RU,60.05,69.9,30.04,95,8,4.34,clear sky
682,Atbasar,KZ,51.8,68.3333,47.07,34,13,7.94,few clouds
683,Boca Do Acre,BR,-8.7522,-67.3978,97.68,31,27,2.19,scattered clouds
684,Labrea,BR,-7.2586,-64.7981,97.03,34,50,1.9,scattered clouds
685,Mount Isa,AU,-20.7333,139.5,69.57,14,0,8.05,clear sky
686,General Roca,AR,-39.0333,-67.5833,84.6,9,41,26.31,scattered clouds
687,Rudbar,AF,30.15,62.6,84.69,9,0,4.23,clear sky
688,Inverell,AU,-29.7833,151.1167,51.15,45,83,4.0,broken clouds
689,Kholtoson,RU,50.2981,103.3097,26.37,99,100,2.91,overcast clouds
690,Hovd,MN,48.0056,91.6419,40.28,36,23,4.45,few clouds
691,Manavalakurichi,IN,8.1333,77.3,82.49,84,98,15.41,overcast clouds
692,Iralaya,HN,15.0,-83.2333,86.09,82,100,9.8,overcast clouds
693,Sinjar,IQ,36.3209,41.8754,74.08,15,0,10.54,clear sky
